2	0	0	0.816667
2.2	0	0	0.815338
2.4	0	0	0.815338
2.8	1	1	0.560046
3	1	2	0.558522
3.2	15	9	0.522733
3.4	28	19	0.530322
3.6	29	56	0.498654
3.8	39	99	0.454816
4	109	101	0.539804
4.2	123	166	0.526954
4.4	176	221	0.52878
4.6	209	281	0.522031
4.8	231	501	0.470222
5	284	591	0.473274
5.2	463	874	0.483273
5.4	492	1082	0.46377
5.6	663	1892	0.428602
5.8	1046	2387	0.457719
6	1461	2451	0.495226
