1.20402	10240
1.40822	11264
1.40875	12288
1.40944	13312
1.41013	14336
1.41082	15360
1.61116	16384
1.61259	17408
1.61329	18432
1.61415	19456
1.6145	20480
1.61536	21504
1.61622	22528
1.61657	23552
1.81553	24576
1.81696	25600
1.81783	26624
1.81817	27648
1.81903	28672
1.81938	29696
1.81972	30720
1.8211	31744
1.82197	32768
1.82231	33792
1.82266	34816
2.01973	35840
2.02008	36864
2.02134	37888
2.0222	38912
2.02254	39936
2.02289	40960
2.02427	41984
2.02461	43008
2.02496	44032
2.0253	45056
2.02565	46080
2.02754	47104
2.02841	48128
2.02875	49152
2.0291	50176
2.02944	51200
2.02979	52224
2.2241	53248
2.22445	54272
2.22479	55296
2.22617	56320
2.22704	57344
2.22738	58368
2.22773	59392
2.22807	60416
2.22842	61440
2.23031	62464
2.23066	63488
2.231	64512
2.23135	65536
2.23169	66560
2.23204	67584
2.23238	68608
2.23531	69632
2.23566	70656
2.23652	71680
2.23687	72704
2.23721	73728
2.23756	74752
2.2379	75776
2.23825	76800
2.23859	77824
2.4283	78848
2.42865	79872
2.42899	80896
2.42934	81920
2.42968	82944
2.43158	83968
2.43244	84992
2.43279	86016
2.43313	87040
2.43348	88064
2.43382	89088
2.43417	90112
2.43451	91136
2.43486	92160
2.43779	93184
2.43813	94208
2.43848	95232
2.43882	96256
2.43917	97280
2.43951	98304
2.43986	99328
2.4402	100352
2.44055	101376
2.44089	102400
2.44486	103424
2.44521	104448
2.44555	105472
2.44693	106496
2.44728	107520
2.44762	108544
2.44797	109568
2.44831	110592
2.44866	111616
2.449	112640
2.44935	113664
2.44969	114688
2.45004	115712
2.45038	116736
2.63267	117760
2.63302	118784
2.63336	119808
2.63371	120832
2.63405	121856
2.6344	122880
2.63474	123904
2.63768	124928
2.63802	125952
2.63888	126976
2.63923	128000
2.63957	129024
2.63992	130048
2.64026	131072
2.64061	132096
2.64095	133120
2.6413	134144
2.64164	135168
2.64199	136192
2.64233	137216
2.64268	138240
2.64716	139264
2.64751	140288
2.64785	141312
2.6482	142336
2.64854	143360
2.64889	144384
2.64923	145408
2.64958	146432
2.64992	147456
2.65027	148480
2.65061	149504
2.65096	150528
2.6513	151552
2.65165	152576
2.65199	153600
2.65751	154624
2.65786	155648
2.6582	156672
2.65855	157696
2.66044	158720
2.66079	159744
2.66113	160768
2.66148	161792
2.66182	162816
2.66217	163840
2.66251	164864
2.66286	165888
2.6632	166912
2.66355	167936
2.66389	168960
2.66424	169984
2.66458	171008
2.66493	172032
2.66527	173056
2.66562	174080
2.66596	175104
2.83705	176128
2.83739	177152
2.83774	178176
2.83808	179200
2.83843	180224
2.83877	181248
2.83912	182272
2.83946	183296
2.83981	184320
2.84015	185344
2.84412	186368
2.84446	187392
2.84481	188416
2.84619	189440
2.84653	190464
2.84688	191488
2.84722	192512
2.84757	193536
2.84791	194560
2.84826	195584
2.8486	196608
2.84895	197632
2.84929	198656
2.84964	199680
2.84998	200704
2.85033	201728
2.85067	202752
2.85102	203776
2.85636	204800
2.85671	205824
2.85705	206848
2.8574	207872
2.85774	208896
2.85809	209920
2.85843	210944
2.85878	211968
2.85912	212992
2.85947	214016
2.85981	215040
2.86016	216064
2.8605	217088
2.86085	218112
2.86119	219136
2.86671	220160
2.86706	221184
2.8674	222208
2.86775	223232
2.86947	224256
2.86982	225280
2.87016	226304
2.87051	227328
2.87085	228352
2.8712	229376
2.87154	230400
2.87189	231424
2.87223	232448
2.87258	233472
2.87292	234496
2.87327	235520
2.87361	236544
2.87396	237568
2.8743	238592
2.87465	239616
2.87499	240640
3.04142	241664
3.04176	242688
3.04212	243712
3.04246	244736
3.04281	245760
3.04315	246784
3.0435	247808
3.04384	248832
3.04419	249856
3.04453	250880
3.0485	251904
3.04884	252928
3.04919	253952
3.05057	254976
3.05091	256000
3.05126	257024
3.0516	258048
3.05195	259072
3.05229	260096
3.05264	261120
3.05298	262144
3.05333	263168
3.05367	264192
3.05402	265216
3.05436	266240
3.05471	267264
3.05505	268288
3.0554	269312
3.06092	270336
3.06126	271360
3.06161	272384
3.06195	273408
3.0623	274432
3.06264	275456
3.06299	276480
3.06333	277504
3.06368	278528
3.06402	279552
3.06437	280576
3.06471	281600
3.06506	282624
3.0654	283648
3.06575	284672
3.07127	285696
