2	0	0	0.816667
2.2	0	0	0.815338
2.4	0	0	0.815338
2.6	0	0	0.312567
2.8	1	1	0.560046
3	1	2	0.558522
3.2	17	9	0.509561
3.4	16	10	0.524472
3.6	36	27	0.535737
3.8	65	58	0.540228
4	102	229	0.478671
4.2	126	223	0.503892
4.4	177	532	0.440374
4.6	218	551	0.456731
4.8	246	2696	0.324286
5	429	2199	0.373504
5.2	425	1961	0.380278
5.4	431	2857	0.346514
5.6	600	4817	0.332739
5.8	1127	5068	0.378813
6	1228	5198	0.383881
